sorting,domain,item_picture,basic_level_concept,basic_level_concept_prod_freq,superordinate_category,superordinate_category_prod_freq,feature_name,feature_sensorimotor_dominant,feature_prod_freq,feature_occ,feature_total_prod_freq,feature_distinct,feature_cv
a007536,nonliving,glove,glove,100,clothing,66,winter,visual,6,14,54,0.071,0.111
a007610,living,goat,goat,97,animal,86,aggressive,interoceptive,3,25,42,0.040,0.071
a007593,living,goat,goat,97,animal,86,beard,visual,12,2,13,0.500,0.923
a007603,living,goat,goat,97,animal,86,billy,NA,4,1,4,1.000,1.000
a007609,living,goat,goat,97,animal,86,bleat,auditory,3,2,4,0.500,0.750
a007608,living,goat,goat,97,animal,86,cute,visual,3,39,140,0.026,0.021
a007601,living,goat,goat,97,animal,86,ear,visual,5,28,168,0.036,0.030
a007600,living,goat,goat,97,animal,86,farm,visual,5,14,82,0.071,0.061
a007607,living,goat,goat,97,animal,86,fast,visual,3,86,614,0.012,0.005
a007606,living,goat,goat,97,animal,86,food,gustatory,3,57,212,0.018,0.014
a007590,living,goat,goat,97,animal,86,fur,visual,21,40,580,0.025,0.036
a007599,living,goat,goat,97,animal,86,goatee,visual,5,1,5,1.000,1.000
a007597,living,goat,goat,97,animal,86,hair,visual,6,44,238,0.023,0.025
a007589,living,goat,goat,97,animal,86,hoof,visual,25,10,175,0.100,0.143
a007588,living,goat,goat,97,animal,86,horn,auditory,50,15,207,0.067,0.242
a007594,living,goat,goat,97,animal,86,leg,visual,9,65,662,0.015,0.014
a007598,living,goat,goat,97,animal,86,loud,auditory,5,62,595,0.016,0.008
a007592,living,goat,goat,97,animal,86,milk,gustatory,14,11,81,0.091,0.173
a007602,living,goat,goat,97,animal,86,noise,auditory,4,53,121,0.019,0.033
a007605,living,goat,goat,97,animal,86,play,visual,3,34,138,0.029,0.022
a007596,living,goat,goat,97,animal,86,small,visual,6,180,1681,0.006,0.004
a007595,living,goat,goat,97,animal,86,stubborn,visual,6,4,32,0.250,0.188
a007591,living,goat,goat,97,animal,86,tail,visual,15,41,643,0.024,0.023
a007604,living,goat,goat,97,animal,86,white,visual,3,74,534,0.014,0.006
a007707,living,gorilla,gorilla,77,animal,80,africa,NA,3,10,41,0.111,0.073
a007706,living,gorilla,gorilla,77,animal,80,ape,visual,3,3,8,0.333,0.375
a007692,living,gorilla,gorilla,77,animal,80,arm,haptic,7,17,49,0.059,0.143
a007688,living,gorilla,gorilla,77,animal,80,big,visual,14,116,414,0.009,0.034
a007685,living,gorilla,gorilla,77,animal,80,black,visual,22,58,247,0.017,0.089
a007705,living,gorilla,gorilla,77,animal,80,chest,visual,3,4,6,0.250,0.500
a007704,living,gorilla,gorilla,77,animal,80,climb,visual,3,13,68,0.077,0.044
a007690,living,gorilla,gorilla,77,animal,80,danger,interoceptive,9,53,274,0.019,0.033
a007687,living,gorilla,gorilla,77,animal,80,fur,visual,20,40,580,0.025,0.034
a007686,living,gorilla,gorilla,77,animal,80,hair,visual,21,44,238,0.023,0.088
a007695,living,gorilla,gorilla,77,animal,80,hand,visual,5,21,173,0.048,0.029
a007703,living,gorilla,gorilla,77,animal,80,heavy,haptic,3,109,772,0.009,0.004
a007698,living,gorilla,gorilla,77,animal,80,human,visual,4,18,46,0.056,0.087
a007691,living,gorilla,gorilla,77,animal,80,intelligent,auditory,8,11,29,0.091,0.276
a007694,living,gorilla,gorilla,77,animal,80,jungle,visual,6,6,27,0.167,0.222
a007684,living,gorilla,gorilla,77,animal,80,large,visual,27,122,864,0.008,0.031
a007702,living,gorilla,gorilla,77,animal,80,makeup,visual,3,27,105,0.037,0.029
a007701,living,gorilla,gorilla,77,animal,80,monkey,visual,3,2,8,0.500,0.375
a007693,living,gorilla,gorilla,77,animal,80,muscle,visual,6,12,49,0.083,0.122
a007697,living,gorilla,gorilla,77,animal,80,power,visual,4,35,110,0.029,0.036
a007696,living,gorilla,gorilla,77,animal,80,primate,visual,4,2,7,0.500,0.571
a007689,living,gorilla,gorilla,77,animal,80,smart,auditory,9,33,78,0.030,0.115
a007683,living,gorilla,gorilla,77,animal,80,strong,visual,44,72,310,0.014,0.142
a007700,living,gorilla,gorilla,77,animal,80,wild,visual,3,23,67,0.043,0.045
a007699,living,gorilla,gorilla,77,animal,80,zoo,visual,3,10,27,0.100,0.111
a007773,living,grapes,grapes,100,fruit,91,bunch,visual,9,4,12,0.250,0.750
a007780,living,grapes,grapes,100,fruit,91,crisp,haptic,3,16,70,0.063,0.043
a007779,living,grapes,grapes,100,fruit,91,fruit,gustatory,3,15,51,0.067,0.059
a007765,living,grapes,grapes,100,fruit,91,green,visual,21,37,826,0.027,0.025
a007776,living,grapes,grapes,100,fruit,91,juice,gustatory,4,14,32,0.071,0.125
a007764,living,grapes,grapes,100,fruit,91,juicy,gustatory,25,21,370,0.048,0.068
a007772,living,grapes,grapes,100,fruit,91,leaf,visual,9,17,173,0.059,0.052
a007762,living,grapes,grapes,100,fruit,91,purple,visual,32,10,43,0.100,0.744
a007774,living,grapes,grapes,100,fruit,91,red,visual,8,43,709,0.023,0.011
a007778,living,grapes,grapes,100,fruit,91,ripe,visual,3,13,20,0.077,0.150
a007763,living,grapes,grapes,100,fruit,91,round,visual,31,120,1208,0.008,0.026
a007770,living,grapes,grapes,100,fruit,91,seed,visual,10,16,188,0.063,0.053
a007771,living,grapes,grapes,100,fruit,91,small,visual,9,180,1681,0.006,0.005
a007777,living,grapes,grapes,100,fruit,91,smooth,haptic,3,166,381,0.006,0.008
a007775,living,grapes,grapes,100,fruit,91,sour,gustatory,5,13,103,0.077,0.049
a007769,living,grapes,grapes,100,fruit,91,stem,visual,10,31,270,0.032,0.037
a007761,living,grapes,grapes,100,fruit,91,sweet,gustatory,39,31,568,0.032,0.069
a007768,living,grapes,grapes,100,fruit,91,taste,gustatory,11,43,319,0.023,0.034
a007767,living,grapes,grapes,100,fruit,91,vine,visual,11,6,19,0.167,0.579
a007766,living,grapes,grapes,100,fruit,91,wine,gustatory,11,7,60,0.143,0.183
a007827,living,grasshopper,grasshopper,78,insect,84,annoy,auditory,5,20,55,0.050,0.091
a007820,living,grasshopper,grasshopper,78,insect,84,antenna,visual,14,12,130,0.083,0.108
a007830,living,grasshopper,grasshopper,78,insect,84,bug,visual,3,11,23,0.091,0.130
a007823,living,grasshopper,grasshopper,78,insect,84,chirp,auditory,12,4,26,0.250,0.462
a007829,living,grasshopper,grasshopper,78,insect,84,destruct,visual,3,5,10,0.200,0.300
a007825,living,grasshopper,grasshopper,78,insect,84,eye,visual,8,51,201,0.020,0.040
a007826,living,grasshopper,grasshopper,78,insect,84,fast,visual,5,86,614,0.012,0.008
a007824,living,grasshopper,grasshopper,78,insect,84,fly,visual,8,26,355,0.038,0.023
a007815,living,grasshopper,grasshopper,78,insect,84,green,visual,48,37,826,0.027,0.058
a007822,living,grasshopper,grasshopper,78,insect,84,hop,visual,13,5,77,0.200,0.169
a007816,living,grasshopper,grasshopper,78,insect,84,jump,visual,41,15,118,0.067,0.347
a007817,living,grasshopper,grasshopper,78,insect,84,leg,visual,25,65,662,0.015,0.038
a007821,living,grasshopper,grasshopper,78,insect,84,loud,auditory,13,62,595,0.016,0.022
a007828,living,grasshopper,grasshopper,78,insect,84,noise,auditory,4,53,121,0.019,0.033
a007819,living,grasshopper,grasshopper,78,insect,84,small,visual,22,180,1681,0.006,0.013
a007818,living,grasshopper,grasshopper,78,insect,84,wing,visual,24,20,403,0.050,0.060
a007884,nonliving,guitar,guitar,100,instrument,90,acoustic,auditory,10,1,10,1.000,1.000
a007886,nonliving,guitar,guitar,100,instrument,90,fret,interoceptive,8,2,11,0.500,0.727
a007888,nonliving,guitar,guitar,100,instrument,90,hollow,visual,6,48,161,0.021,0.037
a007895,nonliving,guitar,guitar,100,instrument,90,large,visual,3,122,864,0.008,0.003
a007891,nonliving,guitar,guitar,100,instrument,90,long,visual,4,128,1235,0.008,0.003
a007883,nonliving,guitar,guitar,100,instrument,90,loud,auditory,10,62,595,0.016,0.017
a007879,nonliving,guitar,guitar,100,instrument,90,music,auditory,33,15,301,0.067,0.110
a007890,nonliving,guitar,guitar,100,instrument,90,neck,visual,4,14,109,0.071,0.037
a007894,nonliving,guitar,guitar,100,instrument,90,pick,visual,3,13,16,0.077,0.188
a007889,nonliving,guitar,guitar,100,instrument,90,play,visual,5,34,138,0.029,0.036
a007893,nonliving,guitar,guitar,100,instrument,90,song,auditory,3,13,31,0.077,0.097
a007885,nonliving,guitar,guitar,100,instrument,90,sound,auditory,8,20,154,0.050,0.052
a007878,nonliving,guitar,guitar,100,instrument,90,string,visual,78,23,406,0.043,0.192
a007882,nonliving,guitar,guitar,100,instrument,90,strum,auditory,11,3,14,0.333,0.786
a007887,nonliving,guitar,guitar,100,instrument,90,tune,auditory,6,4,11,0.250,0.545
a007892,nonliving,guitar,guitar,100,instrument,90,tuner,auditory,3,2,5,0.500,0.600
a007880,nonliving,guitar,guitar,100,instrument,90,wood,visual,25,68,807,0.015,0.031
a007881,nonliving,guitar,guitar,100,instrument,90,wooden,visual,20,53,810,0.019,0.025
a007950,nonliving,gun,gun,71,weapon,69,barrel,visual,15,5,24,0.200,0.625
a007948,nonliving,gun,gun,71,weapon,69,bullet,visual,28,2,29,0.500,0.966
a007956,nonliving,gun,gun,71,weapon,69,chamber,visual,7,4,11,0.250,0.636
a007964,nonliving,gun,gun,71,weapon,69,cylinder,visual,3,34,97,0.029,0.031
a007949,nonliving,gun,gun,71,weapon,69,danger,interoceptive,23,53,274,0.019,0.084
a007954,nonliving,gun,gun,71,weapon,69,dead,visual,9,11,24,0.091,0.375
a007952,nonliving,gun,gun,71,weapon,69,handle,haptic,11,65,1126,0.015,0.010
a007958,nonliving,gun,gun,71,weapon,69,heavy,haptic,6,109,772,0.009,0.008
a007957,nonliving,gun,gun,71,weapon,69,kill,visual,6,8,20,0.125,0.300
a007951,nonliving,gun,gun,71,weapon,69,loud,auditory,12,62,595,0.016,0.020
a007946,nonliving,gun,gun,71,weapon,69,metal,visual,44,100,2252,0.010,0.020
a007963,nonliving,gun,gun,71,weapon,69,power,visual,3,35,110,0.029,0.027
a007962,nonliving,gun,gun,71,weapon,69,protect,visual,3,39,284,0.026,0.011
a007961,nonliving,gun,gun,71,weapon,69,revolver,visual,3,1,3,1.000,1.000
a007960,nonliving,gun,gun,71,weapon,69,shine,visual,3,65,197,0.015,0.015
a007955,nonliving,gun,gun,71,weapon,69,shoot,visual,7,5,24,0.200,0.292
a007953,nonliving,gun,gun,71,weapon,69,small,visual,10,180,1681,0.006,0.006
a007947,nonliving,gun,gun,71,weapon,69,trigger,interoceptive,34,2,35,0.500,0.971
a007959,nonliving,gun,gun,71,weapon,69,weapon,visual,3,16,28,0.063,0.107
a008042,living,hair,hair,84,body,46,blonde,visual,4,2,5,0.500,0.800
a008033,living,hair,hair,84,body,46,brown,visual,6,93,455,0.011,0.013
a008031,living,hair,hair,84,body,46,brush,haptic,7,7,53,0.143,0.132
a008022,living,hair,hair,84,body,46,color,visual,15,73,478,0.014,0.031
a008030,living,hair,hair,84,body,46,comb,haptic,8,5,26,0.200,0.308
a008038,living,hair,hair,84,body,46,curl,visual,5,3,12,0.333,0.417
a008037,living,hair,hair,84,body,46,cut,haptic,5,16,154,0.063,0.032
a008041,living,hair,hair,84,body,46,grow,visual,4,14,31,0.071,0.129
a008036,living,hair,hair,84,body,46,hair,visual,5,44,238,0.023,0.021
a008027,living,hair,hair,84,body,46,head,visual,9,43,166,0.023,0.054
a008021,living,hair,hair,84,body,46,long,visual,24,128,1235,0.008,0.019
a008040,living,hair,hair,84,body,46,protect,visual,4,39,284,0.026,0.014
a008032,living,hair,hair,84,body,46,round,visual,6,120,1208,0.008,0.005
a008045,living,hair,hair,84,body,46,scalp,haptic,3,2,4,0.500,0.750
a008029,living,hair,hair,84,body,46,shine,visual,8,65,197,0.015,0.041
a008024,living,hair,hair,84,body,46,short,visual,10,55,132,0.018,0.076
a008035,living,hair,hair,84,body,46,silk,haptic,5,17,64,0.059,0.078
a008039,living,hair,hair,84,body,46,smooth,haptic,4,166,381,0.006,0.010
a008020,living,hair,hair,84,body,46,soft,haptic,28,112,774,0.009,0.036
a008034,living,hair,hair,84,body,46,straight,visual,5,21,47,0.048,0.106
a008026,living,hair,hair,84,body,46,strand,visual,9,1,9,1.000,1.000
a008028,living,hair,hair,84,body,46,style,visual,8,27,95,0.037,0.084
a008044,living,hair,hair,84,body,46,texture,haptic,3,6,8,0.167,0.375
a008043,living,hair,hair,84,body,46,thick,haptic,3,28,63,0.036,0.048
a008025,living,hair,hair,84,body,46,thin,visual,9,71,281,0.014,0.032
a008023,living,hair,hair,84,body,46,warm,haptic,10,53,600,0.019,0.017
a008146,nonliving,hammer,hammer,99,tool,97,build,visual,3,9,14,0.111,0.214
a008134,nonliving,hammer,hammer,99,tool,97,claw,visual,10,20,142,0.050,0.070
a008145,nonliving,hammer,hammer,99,tool,97,danger,interoceptive,3,53,274,0.019,0.011
a008139,nonliving,hammer,hammer,99,tool,97,grip,haptic,6,19,80,0.053,0.075
a008128,nonliving,hammer,hammer,99,tool,97,handle,haptic,36,65,1126,0.015,0.032
a008131,nonliving,hammer,hammer,99,tool,97,hard,haptic,20,139,560,0.007,0.036
a008132,nonliving,hammer,hammer,99,tool,97,head,visual,12,43,166,0.023,0.072
a008129,nonliving,hammer,hammer,99,tool,97,heavy,haptic,29,109,772,0.009,0.038
a008133,nonliving,hammer,hammer,99,tool,97,hit,visual,10,8,44,0.125,0.227
a008144,nonliving,hammer,hammer,99,tool,97,long,visual,3,128,1235,0.008,0.002
a008127,nonliving,hammer,hammer,99,tool,97,metal,visual,47,100,2252,0.010,0.021
a008130,nonliving,hammer,hammer,99,tool,97,nail,haptic,20,14,247,0.071,0.081
a008136,nonliving,hammer,hammer,99,tool,97,pound,haptic,8,3,15,0.333,0.533
a008137,nonliving,hammer,hammer,99,tool,97,steel,visual,7,36,72,0.028,0.097
a008135,nonliving,hammer,hammer,99,tool,97,strong,visual,9,72,310,0.014,0.029
a008141,nonliving,hammer,hammer,99,tool,97,sturdy,visual,4,84,242,0.012,0.017
a008143,nonliving,hammer,hammer,99,tool,97,swing,visual,3,9,38,0.111,0.079
a008140,nonliving,hammer,hammer,99,tool,97,useful,visual,4,164,392,0.006,0.010
a008142,nonliving,hammer,hammer,99,tool,97,weapon,visual,3,16,28,0.063,0.107
a008138,nonliving,hammer,hammer,99,tool,97,wood,visual,6,68,807,0.015,0.007
a008213,living,hand,hand,99,body,64,bend,visual,4,14,83,0.071,0.048
a008209,living,hand,hand,99,body,64,bone,visual,5,12,45,0.083,0.111
a008217,living,hand,hand,99,body,64,dirt,visual,3,35,117,0.029,0.026
a008195,living,hand,hand,99,body,64,finger,haptic,62,15,163,0.067,0.380
a008201,living,hand,hand,99,body,64,flesh,haptic,9,32,117,0.031,0.077
a008200,living,hand,hand,99,body,64,flex,visual,9,37,89,0.027,0.101
a008212,living,hand,hand,99,body,64,grab,haptic,4,4,11,0.250,0.364
a008203,living,hand,hand,99,body,64,grasp,haptic,7,9,20,0.111,0.350
a008202,living,hand,hand,99,body,64,grip,haptic,7,19,80,0.053,0.088
a008208,living,hand,hand,99,body,64,hold,haptic,5,56,176,0.018,0.028
a008199,living,hand,hand,99,body,64,knuckle,visual,12,5,40,0.200,0.300
a008196,living,hand,hand,99,body,64,nail,haptic,34,14,247,0.071,0.138
a008205,living,hand,hand,99,body,64,palm,visual,6,1,6,1.000,1.000
a008197,living,hand,hand,99,body,64,skin,haptic,14,37,242,0.027,0.058
a008216,living,hand,hand,99,body,64,small,visual,3,180,1681,0.006,0.002
a008211,living,hand,hand,99,body,64,smooth,haptic,4,166,381,0.006,0.010
a008215,living,hand,hand,99,body,64,soft,haptic,3,112,774,0.009,0.004
a008207,living,hand,hand,99,body,64,strong,visual,5,72,310,0.014,0.016
a008198,living,hand,hand,99,body,64,thumb,visual,12,9,32,0.111,0.375
a008210,living,hand,hand,99,body,64,touch,haptic,4,3,7,0.333,0.571
a008204,living,hand,hand,99,body,64,useful,visual,6,164,392,0.006,0.015
a008214,living,hand,hand,99,body,64,wrinkle,visual,3,14,30,0.071,0.100
a008206,living,hand,hand,99,body,64,wrist,visual,5,4,31,0.250,0.161
a008293,nonliving,hanger,hanger,99,clothing,26,bend,visual,7,14,83,0.071,0.084
a008289,nonliving,hanger,hanger,99,clothing,26,closet,visual,11,1,11,1.000,1.000
a008288,nonliving,hanger,hanger,99,clothing,26,clothe,visual,17,27,143,0.037,0.119
a008292,nonliving,hanger,hanger,99,clothing,26,curve,visual,7,28,72,0.036,0.097
a008285,nonliving,hanger,hanger,99,clothing,26,hang,visual,18,10,46,0.100,0.391
a008296,nonliving,hanger,hanger,99,clothing,26,hard,haptic,6,139,560,0.007,0.011
a008291,nonliving,hanger,hanger,99,clothing,26,hold,haptic,7,56,176,0.018,0.040
a008287,nonliving,hanger,hanger,99,clothing,26,hook,visual,17,11,33,0.091,0.515
a008290,nonliving,hanger,hanger,99,clothing,26,light,visual,8,114,518,0.009,0.015
a008283,nonliving,hanger,hanger,99,clothing,26,metal,visual,64,100,2252,0.010,0.028
a008295,nonliving,hanger,hanger,99,clothing,26,plastic,visual,6,52,306,0.019,0.020
a008301,nonliving,hanger,hanger,99,clothing,26,shape,visual,3,43,69,0.023,0.043
a008298,nonliving,hanger,hanger,99,clothing,26,shirt,visual,5,6,22,0.167,0.227
a008300,nonliving,hanger,hanger,99,clothing,26,storage,visual,3,22,122,0.045,0.025
a008286,nonliving,hanger,hanger,99,clothing,26,thin,visual,17,71,281,0.014,0.060
a008299,nonliving,hanger,hanger,99,clothing,26,triangle,visual,3,8,21,0.125,0.143
a008297,nonliving,hanger,hanger,99,clothing,26,twist,visual,5,10,39,0.100,0.128
a008294,nonliving,hanger,hanger,99,clothing,26,useful,visual,6,164,392,0.006,0.015
a008284,nonliving,hanger,hanger,99,clothing,26,wire,visual,31,19,80,0.053,0.388
a008356,nonliving,harp,harp,96,instrument,87,angel,visual,9,2,10,0.500,0.900
a008355,nonliving,harp,harp,96,instrument,87,beautiful,visual,9,54,131,0.019,0.069
a008362,nonliving,harp,harp,96,instrument,87,big,visual,5,116,414,0.009,0.012
a008368,nonliving,harp,harp,96,instrument,87,classic,visual,4,32,66,0.031,0.061
a008371,nonliving,harp,harp,96,instrument,87,elegant,visual,3,22,32,0.045,0.094
a008370,nonliving,harp,harp,96,instrument,87,frame,visual,3,12,68,0.083,0.044
a008369,nonliving,harp,harp,96,instrument,87,gentle,haptic,3,16,25,0.063,0.120
a008361,nonliving,harp,harp,96,instrument,87,heaven,interoceptive,5,4,8,0.250,0.625
a008353,nonliving,harp,harp,96,instrument,87,heavy,haptic,17,109,772,0.009,0.022
a008367,nonliving,harp,harp,96,instrument,87,instrument,auditory,4,7,13,0.143,0.308
a008352,nonliving,harp,harp,96,instrument,87,large,visual,24,122,864,0.008,0.028
a008358,nonliving,harp,harp,96,instrument,87,loud,auditory,7,62,595,0.016,0.012
a008357,nonliving,harp,harp,96,instrument,87,melody,auditory,8,8,20,0.125,0.400
a008366,nonliving,harp,harp,96,instrument,87,metal,visual,4,100,2252,0.010,0.002
a008351,nonliving,harp,harp,96,instrument,87,music,auditory,29,15,301,0.067,0.096
a008365,nonliving,harp,harp,96,instrument,87,play,visual,4,34,138,0.029,0.029
a008364,nonliving,harp,harp,96,instrument,87,pluck,visual,4,4,9,0.250,0.444
a008363,nonliving,harp,harp,96,instrument,87,soft,haptic,4,112,774,0.009,0.005
a008354,nonliving,harp,harp,96,instrument,87,sound,auditory,10,20,154,0.050,0.065
a008350,nonliving,harp,harp,96,instrument,87,string,visual,65,23,406,0.043,0.160
a008360,nonliving,harp,harp,96,instrument,87,wood,visual,6,68,807,0.015,0.007
a008359,nonliving,harp,harp,96,instrument,87,wooden,visual,6,53,810,0.019,0.007
a008429,nonliving,hat,hat,88,clothing,65,band,auditory,14,15,78,0.067,0.179
a008444,nonliving,hat,hat,88,clothing,65,black,visual,5,58,247,0.017,0.020
a008425,nonliving,hat,hat,88,clothing,65,brim,visual,27,2,40,0.500,0.675
a008448,nonliving,hat,hat,88,clothing,65,brown,visual,4,93,455,0.011,0.009
a008443,nonliving,hat,hat,88,clothing,65,classic,visual,5,32,66,0.031,0.076
a008440,nonliving,hat,hat,88,clothing,65,cloth,visual,6,30,165,0.033,0.036
a008452,nonliving,hat,hat,88,clothing,65,cotton,haptic,3,23,117,0.043,0.026
a008433,nonliving,hat,hat,88,clothing,65,cover,visual,9,37,138,0.027,0.065
a008442,nonliving,hat,hat,88,clothing,65,fabric,haptic,5,27,168,0.037,0.030
a008447,nonliving,hat,hat,88,clothing,65,fancy,visual,4,27,60,0.037,0.067
a008430,nonliving,hat,hat,88,clothing,65,fashion,visual,12,21,81,0.048,0.148
a008431,nonliving,hat,hat,88,clothing,65,felt,haptic,11,2,12,0.500,0.917
a008446,nonliving,hat,hat,88,clothing,65,fit,visual,4,29,50,0.034,0.080
a008445,nonliving,hat,hat,88,clothing,65,formal,visual,4,16,53,0.063,0.075
a008426,nonliving,hat,hat,88,clothing,65,head,visual,20,43,166,0.023,0.120
a008439,nonliving,hat,hat,88,clothing,65,leather,visual,6,27,336,0.037,0.018
a008451,nonliving,hat,hat,88,clothing,65,light,visual,3,114,518,0.009,0.006
a008437,nonliving,hat,hat,88,clothing,65,man,visual,7,16,43,0.063,0.163
a008438,nonliving,hat,hat,88,clothing,65,old,visual,6,65,179,0.015,0.034
a008432,nonliving,hat,hat,88,clothing,65,protect,visual,10,39,284,0.026,0.035
a008434,nonliving,hat,hat,88,clothing,65,round,visual,8,120,1208,0.008,0.007
a008450,nonliving,hat,hat,88,clothing,65,shade,visual,3,10,64,0.100,0.047
a008449,nonliving,hat,hat,88,clothing,65,small,visual,3,180,1681,0.006,0.002
a008436,nonliving,hat,hat,88,clothing,65,soft,haptic,7,112,774,0.009,0.009
a008428,nonliving,hat,hat,88,clothing,65,style,visual,15,27,95,0.037,0.158
a008441,nonliving,hat,hat,88,clothing,65,top,visual,5,22,57,0.045,0.088
a008427,nonliving,hat,hat,88,clothing,65,warm,haptic,15,53,600,0.019,0.025
a008435,nonliving,hat,hat,88,clothing,65,wear,haptic,7,32,145,0.031,0.048
a008520,living,heart,heart,100,shape,48,beat,auditory,7,2,22,0.500,0.318
a008532,living,heart,heart,100,shape,48,blood,visual,3,13,18,0.077,0.167
a008523,living,heart,heart,100,shape,48,care,visual,4,4,7,0.250,0.571
a008519,living,heart,heart,100,shape,48,curve,visual,7,28,72,0.036,0.097
a008531,living,heart,heart,100,shape,48,cute,visual,3,39,140,0.026,0.021
a008530,living,heart,heart,100,shape,48,emotion,interoceptive,3,1,3,1.000,1.000
a008529,living,heart,heart,100,shape,48,friend,visual,3,28,71,0.036,0.042
a008528,living,heart,heart,100,shape,48,large,visual,3,122,864,0.008,0.003
a008511,living,heart,heart,100,shape,48,love,interoceptive,60,15,83,0.067,0.723
a008516,living,heart,heart,100,shape,48,pink,visual,9,23,104,0.043,0.087
a008521,living,heart,heart,100,shape,48,point,visual,5,38,307,0.026,0.016
a008527,living,heart,heart,100,shape,48,pretty,visual,3,39,130,0.026,0.023
a008526,living,heart,heart,100,shape,48,pump,visual,3,3,5,0.333,0.600
a008512,living,heart,heart,100,shape,48,red,visual,52,43,709,0.023,0.073
a008522,living,heart,heart,100,shape,48,romantic,interoceptive,4,3,6,0.333,0.667
a008513,living,heart,heart,100,shape,48,round,visual,15,120,1208,0.008,0.012
a008518,living,heart,heart,100,shape,48,shape,visual,7,43,69,0.023,0.101
a008525,living,heart,heart,100,shape,48,small,visual,3,180,1681,0.006,0.002
a008524,living,heart,heart,100,shape,48,soft,haptic,3,112,774,0.009,0.004
a008515,living,heart,heart,100,shape,48,symbol,visual,9,8,35,0.125,0.257
a008517,living,heart,heart,100,shape,48,symmetric,visual,7,11,25,0.091,0.280
a008514,living,heart,heart,100,shape,48,valentine,visual,13,1,13,1.000,1.000
a008616,nonliving,helicopter,helicopter,97,transportation,42,air,haptic,3,20,67,0.050,0.045
a008610,nonliving,helicopter,helicopter,97,transportation,42,big,visual,4,116,414,0.009,0.010
a008594,nonliving,helicopter,helicopter,97,transportation,42,blade,visual,30,11,129,0.091,0.233
a008605,nonliving,helicopter,helicopter,97,transportation,42,cockpit,visual,5,2,12,0.500,0.417
a008609,nonliving,helicopter,helicopter,97,transportation,42,danger,interoceptive,4,53,274,0.019,0.015
a008604,nonliving,helicopter,helicopter,97,transportation,42,engine,auditory,6,7,69,0.143,0.087
a008597,nonliving,helicopter,helicopter,97,transportation,42,fast,visual,12,86,614,0.012,0.020
a008593,nonliving,helicopter,helicopter,97,transportation,42,fly,visual,40,26,355,0.038,0.113
a008615,nonliving,helicopter,helicopter,97,transportation,42,heavy,haptic,3,109,772,0.009,0.004
a008601,nonliving,helicopter,helicopter,97,transportation,42,hover,visual,10,2,11,0.500,0.909
a008596,nonliving,helicopter,helicopter,97,transportation,42,large,visual,13,122,864,0.008,0.015
a008595,nonliving,helicopter,helicopter,97,transportation,42,loud,auditory,16,62,595,0.016,0.027
a008599,nonliving,helicopter,helicopter,97,transportation,42,metal,visual,11,100,2252,0.010,0.005
a008614,nonliving,helicopter,helicopter,97,transportation,42,noise,auditory,3,53,121,0.019,0.025
a008608,nonliving,helicopter,helicopter,97,transportation,42,pilot,visual,4,2,8,0.500,0.500
a008607,nonliving,helicopter,helicopter,97,transportation,42,power,visual,4,35,110,0.029,0.036
a008598,nonliving,helicopter,helicopter,97,transportation,42,propeller,visual,11,1,11,1.000,1.000
a008600,nonliving,helicopter,helicopter,97,transportation,42,rotor,visual,11,2,12,0.500,0.917
a008613,nonliving,helicopter,helicopter,97,transportation,42,skid,visual,3,1,3,1.000,1.000
a008606,nonliving,helicopter,helicopter,97,transportation,42,spin,visual,4,14,132,0.071,0.030
a008603,nonliving,helicopter,helicopter,97,transportation,42,tail,visual,9,41,643,0.024,0.014
a008612,nonliving,helicopter,helicopter,97,transportation,42,travel,visual,3,18,60,0.056,0.050
a008602,nonliving,helicopter,helicopter,97,transportation,42,window,visual,9,13,117,0.077,0.077
a008611,nonliving,helicopter,helicopter,97,transportation,42,wing,visual,3,20,403,0.050,0.007
a008704,living,horse,horse,99,animal,88,big,visual,3,116,414,0.009,0.007
a008693,living,horse,horse,99,animal,88,brown,visual,9,93,455,0.011,0.020
a008687,living,horse,horse,99,animal,88,fast,visual,21,86,614,0.012,0.034
a008703,living,horse,horse,99,animal,88,friend,visual,3,28,71,0.036,0.042
a008694,living,horse,horse,99,animal,88,fur,visual,7,40,580,0.025,0.012
a008698,living,horse,horse,99,animal,88,gentle,haptic,4,16,25,0.063,0.160
a008697,living,horse,horse,99,animal,88,hair,visual,5,44,238,0.023,0.021
a008696,living,horse,horse,99,animal,88,heavy,haptic,5,109,772,0.009,0.006
a008686,living,horse,horse,99,animal,88,hoof,visual,24,10,175,0.100,0.137
a008690,living,horse,horse,99,animal,88,large,visual,15,122,864,0.008,0.017
a008692,living,horse,horse,99,animal,88,leg,visual,10,65,662,0.015,0.015
a008702,living,horse,horse,99,animal,88,majestic,visual,3,17,50,0.059,0.060
a008684,living,horse,horse,99,animal,88,mane,visual,35,5,101,0.200,0.347
a008701,living,horse,horse,99,animal,88,neigh,auditory,3,2,4,0.500,0.750
a008689,living,horse,horse,99,animal,88,ride,visual,15,11,56,0.091,0.268
a008700,living,horse,horse,99,animal,88,run,visual,3,19,39,0.053,0.077
a008699,living,horse,horse,99,animal,88,smooth,haptic,3,166,381,0.006,0.008
a008695,living,horse,horse,99,animal,88,soft,haptic,5,112,774,0.009,0.006
a008691,living,horse,horse,99,animal,88,strong,visual,10,72,310,0.014,0.032
