sorting,domain,item_picture,basic_level_concept,basic_level_concept_prod_freq,superordinate_category,superordinate_category_prod_freq,feature_name,feature_sensorimotor_dominant,feature_prod_freq,feature_occ,feature_total_prod_freq,feature_distinct,feature_cv
a001065,nonliving,balloon,balloon,100,toy,57,color,visual,16,73,478,0.014,0.033
a001059,nonliving,balloon,balloon,100,toy,57,float,visual,31,9,76,0.111,0.408
a001070,nonliving,balloon,balloon,100,toy,57,fly,visual,5,26,355,0.038,0.014
a001067,nonliving,balloon,balloon,100,toy,57,fun,interoceptive,8,52,219,0.019,0.037
a001062,nonliving,balloon,balloon,100,toy,57,helium,auditory,21,2,22,0.500,0.955
a001076,nonliving,balloon,balloon,100,toy,57,high,visual,3,20,59,0.050,0.051
a001066,nonliving,balloon,balloon,100,toy,57,inflate,visual,8,3,15,0.333,0.533
a001068,nonliving,balloon,balloon,100,toy,57,latex,haptic,7,1,7,1.000,1.000
a001064,nonliving,balloon,balloon,100,toy,57,light,visual,17,114,518,0.009,0.033
a001075,nonliving,balloon,balloon,100,toy,57,lightweight,haptic,3,64,94,0.016,0.032
a001073,nonliving,balloon,balloon,100,toy,57,party,visual,4,5,11,0.200,0.364
a001069,nonliving,balloon,balloon,100,toy,57,pop,auditory,5,3,12,0.333,0.417
a001072,nonliving,balloon,balloon,100,toy,57,red,visual,4,43,709,0.023,0.006
a001061,nonliving,balloon,balloon,100,toy,57,round,visual,26,120,1208,0.008,0.022
a001058,nonliving,balloon,balloon,100,toy,57,rubber,haptic,35,15,97,0.067,0.361
a001074,nonliving,balloon,balloon,100,toy,57,smooth,haptic,3,166,381,0.006,0.008
a001060,nonliving,balloon,balloon,100,toy,57,string,visual,30,23,406,0.043,0.074
a001124,living,banana,banana,100,fruit,91,curve,visual,4,28,72,0.036,0.056
a001128,living,banana,banana,100,fruit,91,eat,gustatory,3,41,122,0.024,0.025
a001122,living,banana,banana,100,fruit,91,fruit,gustatory,5,15,51,0.067,0.098
a001127,living,banana,banana,100,fruit,91,green,visual,3,37,826,0.027,0.004
a001117,living,banana,banana,100,fruit,91,health,interoceptive,7,33,155,0.030,0.045
a001114,living,banana,banana,100,fruit,91,long,visual,15,128,1235,0.008,0.012
a001121,living,banana,banana,100,fruit,91,monkey,visual,5,2,8,0.500,0.625
a001120,living,banana,banana,100,fruit,91,nutritious,gustatory,6,19,51,0.053,0.118
a001112,living,banana,banana,100,fruit,91,peel,visual,41,11,82,0.091,0.500
a001119,living,banana,banana,100,fruit,91,potassium,visual,6,1,6,1.000,1.000
a001126,living,banana,banana,100,fruit,91,ripe,visual,3,13,20,0.077,0.150
a001118,living,banana,banana,100,fruit,91,skin,haptic,6,37,242,0.027,0.025
a001116,living,banana,banana,100,fruit,91,soft,haptic,13,112,774,0.009,0.017
a001123,living,banana,banana,100,fruit,91,stem,visual,4,31,270,0.032,0.015
a001113,living,banana,banana,100,fruit,91,sweet,gustatory,34,31,568,0.032,0.060
a001115,living,banana,banana,100,fruit,91,taste,gustatory,13,43,319,0.023,0.041
a001125,living,banana,banana,100,fruit,91,tropical,visual,3,6,16,0.167,0.188
a001111,living,banana,banana,100,fruit,91,yellow,visual,87,42,475,0.024,0.183
a001165,nonliving,barn,barn,87,building,58,animal,visual,23,10,32,0.100,0.719
a001174,nonliving,barn,barn,87,building,58,big,visual,7,116,414,0.009,0.017
a001167,nonliving,barn,barn,87,building,58,door,visual,16,13,135,0.077,0.119
a001164,nonliving,barn,barn,87,building,58,farm,visual,26,14,82,0.071,0.317
a001169,nonliving,barn,barn,87,building,58,hay,visual,15,1,15,1.000,1.000
a001163,nonliving,barn,barn,87,building,58,large,visual,27,122,864,0.008,0.031
a001178,nonliving,barn,barn,87,building,58,loft,visual,3,3,5,0.333,0.600
a001176,nonliving,barn,barn,87,building,58,long,visual,4,128,1235,0.008,0.003
a001162,nonliving,barn,barn,87,building,58,red,visual,34,43,709,0.023,0.048
a001170,nonliving,barn,barn,87,building,58,roof,visual,10,5,46,0.200,0.217
a001166,nonliving,barn,barn,87,building,58,silo,visual,21,1,21,1.000,1.000
a001177,nonliving,barn,barn,87,building,58,stall,visual,3,1,3,1.000,1.000
a001171,nonliving,barn,barn,87,building,58,storage,visual,9,22,122,0.045,0.074
a001173,nonliving,barn,barn,87,building,58,tall,visual,7,52,402,0.019,0.017
a001175,nonliving,barn,barn,87,building,58,window,visual,5,13,117,0.077,0.043
a001172,nonliving,barn,barn,87,building,58,wood,visual,8,68,807,0.015,0.010
a001168,nonliving,barn,barn,87,building,58,wooden,visual,15,53,810,0.019,0.019
a001251,nonliving,barrel,barrel,97,container,42,age,visual,4,2,5,0.500,0.800
a001245,nonliving,barrel,barrel,97,container,42,band,auditory,5,15,78,0.067,0.064
a001242,nonliving,barrel,barrel,97,container,42,beer,gustatory,6,7,17,0.143,0.353
a001257,nonliving,barrel,barrel,97,container,42,big,visual,3,116,414,0.009,0.007
a001244,nonliving,barrel,barrel,97,container,42,brown,visual,5,93,455,0.011,0.011
a001243,nonliving,barrel,barrel,97,container,42,container,visual,5,27,91,0.037,0.055
a001241,nonliving,barrel,barrel,97,container,42,cylinder,visual,6,34,97,0.029,0.062
a001237,nonliving,barrel,barrel,97,container,42,heavy,haptic,17,109,772,0.009,0.022
a001256,nonliving,barrel,barrel,97,container,42,hold,haptic,3,56,176,0.018,0.017
a001239,nonliving,barrel,barrel,97,container,42,hollow,visual,8,48,161,0.021,0.050
a001236,nonliving,barrel,barrel,97,container,42,large,visual,17,122,864,0.008,0.020
a001255,nonliving,barrel,barrel,97,container,42,lid,visual,3,10,88,0.100,0.034
a001250,nonliving,barrel,barrel,97,container,42,liquid,visual,4,10,54,0.100,0.074
a001240,nonliving,barrel,barrel,97,container,42,metal,visual,6,100,2252,0.010,0.003
a001254,nonliving,barrel,barrel,97,container,42,oak,visual,3,2,4,0.500,0.750
a001249,nonliving,barrel,barrel,97,container,42,ring,visual,4,19,85,0.053,0.047
a001248,nonliving,barrel,barrel,97,container,42,roll,visual,4,13,102,0.077,0.039
a001235,nonliving,barrel,barrel,97,container,42,round,visual,30,120,1208,0.008,0.025
a001247,nonliving,barrel,barrel,97,container,42,slat,visual,4,4,13,0.250,0.308
a001246,nonliving,barrel,barrel,97,container,42,storage,visual,4,22,122,0.045,0.033
a001253,nonliving,barrel,barrel,97,container,42,strap,visual,3,12,139,0.083,0.022
a001252,nonliving,barrel,barrel,97,container,42,whiskey,gustatory,3,1,3,1.000,1.000
a001238,nonliving,barrel,barrel,97,container,42,wine,gustatory,9,7,60,0.143,0.150
a001234,nonliving,barrel,barrel,97,container,42,wood,visual,34,68,807,0.015,0.042
a001233,nonliving,barrel,barrel,97,container,42,wooden,visual,48,53,810,0.019,0.059
a001332,nonliving,baseball_bat,bat,98,sport,48,ball,visual,3,8,43,0.125,0.070
a001313,nonliving,baseball_bat,bat,98,sport,48,baseball,visual,19,3,21,0.333,0.905
a001331,nonliving,baseball_bat,bat,98,sport,48,club,visual,3,1,3,1.000,1.000
a001330,nonliving,baseball_bat,bat,98,sport,48,game,visual,3,13,30,0.077,0.100
a001327,nonliving,baseball_bat,bat,98,sport,48,grip,haptic,4,19,80,0.053,0.050
a001315,nonliving,baseball_bat,bat,98,sport,48,handle,haptic,14,65,1126,0.015,0.012
a001312,nonliving,baseball_bat,bat,98,sport,48,hard,haptic,19,139,560,0.007,0.034
a001316,nonliving,baseball_bat,bat,98,sport,48,heavy,haptic,11,109,772,0.009,0.014
a001314,nonliving,baseball_bat,bat,98,sport,48,hit,visual,15,8,44,0.125,0.341
a001326,nonliving,baseball_bat,bat,98,sport,48,light,visual,4,114,518,0.009,0.008
a001310,nonliving,baseball_bat,bat,98,sport,48,long,visual,37,128,1235,0.008,0.030
a001319,nonliving,baseball_bat,bat,98,sport,48,metal,visual,7,100,2252,0.010,0.003
a001322,nonliving,baseball_bat,bat,98,sport,48,round,visual,5,120,1208,0.008,0.004
a001329,nonliving,baseball_bat,bat,98,sport,48,slugger,visual,3,1,3,1.000,1.000
a001325,nonliving,baseball_bat,bat,98,sport,48,smooth,haptic,4,166,381,0.006,0.010
a001324,nonliving,baseball_bat,bat,98,sport,48,solid,haptic,4,47,59,0.021,0.068
a001317,nonliving,baseball_bat,bat,98,sport,48,sport,visual,8,17,45,0.059,0.178
a001321,nonliving,baseball_bat,bat,98,sport,48,strong,visual,5,72,310,0.014,0.016
a001328,nonliving,baseball_bat,bat,98,sport,48,sturdy,visual,3,84,242,0.012,0.012
a001318,nonliving,baseball_bat,bat,98,sport,48,swing,visual,7,9,38,0.111,0.184
a001323,nonliving,baseball_bat,bat,98,sport,48,tape,visual,4,2,5,0.500,0.800
a001320,nonliving,baseball_bat,bat,98,sport,48,weapon,visual,5,16,28,0.063,0.179
a001311,nonliving,baseball_bat,bat,98,sport,48,wood,visual,31,68,807,0.015,0.038
a001309,nonliving,baseball_bat,bat,98,sport,48,wooden,visual,40,53,810,0.019,0.049
a001375,nonliving,basket,basket,99,container,34,brown,visual,8,93,455,0.011,0.018
a001372,nonliving,basket,basket,99,container,34,carry,haptic,11,14,43,0.071,0.256
a001380,nonliving,basket,basket,99,container,34,empty,visual,6,18,37,0.056,0.162
a001374,nonliving,basket,basket,99,container,34,food,gustatory,8,57,212,0.018,0.038
a001388,nonliving,basket,basket,99,container,34,fun,interoceptive,3,52,219,0.019,0.014
a001367,nonliving,basket,basket,99,container,34,handle,haptic,43,65,1126,0.015,0.038
a001379,nonliving,basket,basket,99,container,34,hold,haptic,6,56,176,0.018,0.034
a001385,nonliving,basket,basket,99,container,34,hollow,visual,4,48,161,0.021,0.025
a001371,nonliving,basket,basket,99,container,34,light,visual,11,114,518,0.009,0.021
a001369,nonliving,basket,basket,99,container,34,picnic,visual,29,5,33,0.200,0.879
a001387,nonliving,basket,basket,99,container,34,portable,visual,3,18,26,0.056,0.115
a001373,nonliving,basket,basket,99,container,34,rectangle,visual,10,46,215,0.022,0.047
a001384,nonliving,basket,basket,99,container,34,rough,haptic,4,33,83,0.030,0.048
a001378,nonliving,basket,basket,99,container,34,small,visual,6,180,1681,0.006,0.004
a001383,nonliving,basket,basket,99,container,34,square,visual,4,29,127,0.034,0.031
a001382,nonliving,basket,basket,99,container,34,storage,visual,5,22,122,0.045,0.041
a001381,nonliving,basket,basket,99,container,34,straw,visual,5,3,19,0.333,0.263
a001377,nonliving,basket,basket,99,container,34,useful,visual,6,164,392,0.006,0.015
a001368,nonliving,basket,basket,99,container,34,weave,visual,37,4,45,0.250,0.822
a001370,nonliving,basket,basket,99,container,34,wicker,visual,26,1,26,1.000,1.000
a001386,nonliving,basket,basket,99,container,34,wood,visual,3,68,807,0.015,0.004
a001376,nonliving,basket,basket,99,container,34,wooden,visual,6,53,810,0.019,0.007
a001446,living,bear,bear,100,animal,88,aggressive,interoceptive,6,25,42,0.040,0.143
a001440,living,bear,bear,100,animal,88,big,visual,16,116,414,0.009,0.039
a001445,living,bear,bear,100,animal,88,black,visual,6,58,247,0.017,0.024
a001441,living,bear,bear,100,animal,88,brown,visual,12,93,455,0.011,0.026
a001439,living,bear,bear,100,animal,88,claw,visual,16,20,142,0.050,0.113
a001438,living,bear,bear,100,animal,88,danger,interoceptive,18,53,274,0.019,0.066
a001463,living,bear,bear,100,animal,88,ear,visual,3,28,168,0.036,0.018
a001452,living,bear,bear,100,animal,88,fast,visual,4,86,614,0.012,0.007
a001447,living,bear,bear,100,animal,88,ferocious,visual,5,4,14,0.250,0.357
a001462,living,bear,bear,100,animal,88,forest,visual,3,12,24,0.083,0.125
a001436,living,bear,bear,100,animal,88,fur,visual,49,40,580,0.025,0.084
a001461,living,bear,bear,100,animal,88,hair,visual,3,44,238,0.023,0.013
a001460,living,bear,bear,100,animal,88,heavy,haptic,3,109,772,0.009,0.004
a001442,living,bear,bear,100,animal,88,hibernate,visual,10,2,11,0.500,0.909
a001451,living,bear,bear,100,animal,88,hunt,visual,4,13,35,0.077,0.114
a001437,living,bear,bear,100,animal,88,large,visual,42,122,864,0.008,0.049
a001444,living,bear,bear,100,animal,88,leg,visual,6,65,662,0.015,0.009
a001459,living,bear,bear,100,animal,88,loud,auditory,3,62,595,0.016,0.005
a001458,living,bear,bear,100,animal,88,makeup,visual,3,27,105,0.037,0.029
a001457,living,bear,bear,100,animal,88,paw,visual,3,12,39,0.083,0.077
a001450,living,bear,bear,100,animal,88,polar,visual,4,2,5,0.500,0.800
a001456,living,bear,bear,100,animal,88,power,visual,3,35,110,0.029,0.027
a001455,living,bear,bear,100,animal,88,predator,visual,3,9,51,0.111,0.059
a001443,living,bear,bear,100,animal,88,strong,visual,9,72,310,0.014,0.029
a001454,living,bear,bear,100,animal,88,tall,visual,3,52,402,0.019,0.007
a001449,living,bear,bear,100,animal,88,tooth,haptic,4,25,179,0.040,0.022
a001448,living,bear,bear,100,animal,88,white,visual,4,74,534,0.014,0.007
a001453,living,bear,bear,100,animal,88,wild,visual,3,23,67,0.043,0.045
a001525,nonliving,bed,bed,100,furniture,87,bedroom,visual,5,3,12,0.333,0.417
a001528,nonliving,bed,bed,100,furniture,87,big,visual,4,116,414,0.009,0.010
a001527,nonliving,bed,bed,100,furniture,87,blanket,haptic,4,1,4,1.000,1.000
a001510,nonliving,bed,bed,100,furniture,87,comfort,interoceptive,26,29,169,0.034,0.154
a001517,nonliving,bed,bed,100,furniture,87,comfy,haptic,9,11,31,0.091,0.290
a001524,nonliving,bed,bed,100,furniture,87,cozy,interoceptive,5,12,31,0.083,0.161
a001516,nonliving,bed,bed,100,furniture,87,frame,visual,9,12,68,0.083,0.132
a001513,nonliving,bed,bed,100,furniture,87,headboard,visual,16,1,16,1.000,1.000
a001530,nonliving,bed,bed,100,furniture,87,inviting,auditory,3,4,7,0.250,0.429
a001523,nonliving,bed,bed,100,furniture,87,large,visual,5,122,864,0.008,0.006
a001522,nonliving,bed,bed,100,furniture,87,leg,visual,5,65,662,0.015,0.008
a001521,nonliving,bed,bed,100,furniture,87,long,visual,5,128,1235,0.008,0.004
a001511,nonliving,bed,bed,100,furniture,87,mattress,haptic,23,1,23,1.000,1.000
a001512,nonliving,bed,bed,100,furniture,87,pillow,haptic,20,2,23,0.500,0.870
a001520,nonliving,bed,bed,100,furniture,87,rectangle,visual,5,46,215,0.022,0.023
a001519,nonliving,bed,bed,100,furniture,87,relax,interoceptive,5,20,41,0.050,0.122
a001518,nonliving,bed,bed,100,furniture,87,rest,interoceptive,6,7,18,0.143,0.333
a001515,nonliving,bed,bed,100,furniture,87,sheet,visual,11,2,12,0.500,0.917
a001509,nonliving,bed,bed,100,furniture,87,sleep,interoceptive,31,8,41,0.125,0.756
a001508,nonliving,bed,bed,100,furniture,87,soft,haptic,40,112,774,0.009,0.052
a001514,nonliving,bed,bed,100,furniture,87,warm,haptic,13,53,600,0.019,0.022
a001529,nonliving,bed,bed,100,furniture,87,wood,visual,3,68,807,0.015,0.004
a001526,nonliving,bed,bed,100,furniture,87,wooden,visual,4,53,810,0.019,0.005
a001575,living,bee,bee,91,insect,85,antenna,visual,8,12,130,0.083,0.062
a001568,living,bee,bee,91,insect,85,buzz,auditory,24,2,40,0.500,0.600
a001578,living,bee,bee,91,insect,85,eye,visual,5,51,201,0.020,0.025
a001566,living,bee,bee,91,insect,85,fly,visual,26,26,355,0.038,0.073
a001577,living,bee,bee,91,insect,85,fur,visual,5,40,580,0.025,0.009
a001574,living,bee,bee,91,insect,85,fuzzy,haptic,8,31,129,0.032,0.062
a001569,living,bee,bee,91,insect,85,honey,gustatory,22,2,23,0.500,0.957
a001576,living,bee,bee,91,insect,85,leg,visual,7,65,662,0.015,0.011
a001572,living,bee,bee,91,insect,85,pollen,visual,9,2,15,0.500,0.600
a001573,living,bee,bee,91,insect,85,small,visual,8,180,1681,0.006,0.005
a001565,living,bee,bee,91,insect,85,sting,interoceptive,34,5,39,0.200,0.872
a001567,living,bee,bee,91,insect,85,stinger,visual,25,1,25,1.000,1.000
a001571,living,bee,bee,91,insect,85,stripe,visual,15,16,271,0.063,0.055
a001580,living,bee,bee,91,insect,85,useful,visual,3,164,392,0.006,0.008
a001564,living,bee,bee,91,insect,85,wing,visual,38,20,403,0.050,0.094
a001579,living,bee,bee,91,insect,85,worker,visual,3,3,8,0.333,0.375
a001570,living,bee,bee,91,insect,85,yellow,visual,18,42,475,0.024,0.038
a001621,living,beetle,beetle,55,insect,74,antenna,visual,17,12,130,0.083,0.131
a001626,living,beetle,beetle,55,insect,74,black,visual,10,58,247,0.017,0.040
a001633,living,beetle,beetle,55,insect,74,body,visual,5,26,47,0.038,0.106
a001625,living,beetle,beetle,55,insect,74,brown,visual,11,93,455,0.011,0.024
a001637,living,beetle,beetle,55,insect,74,bug,visual,4,11,23,0.091,0.174
a001630,living,beetle,beetle,55,insect,74,crawl,visual,8,10,45,0.100,0.178
a001629,living,beetle,beetle,55,insect,74,creepy,visual,8,9,39,0.111,0.205
a001632,living,beetle,beetle,55,insect,74,crunch,auditory,6,19,123,0.053,0.049
a001628,living,beetle,beetle,55,insect,74,dirt,visual,9,35,117,0.029,0.077
a001631,living,beetle,beetle,55,insect,74,fast,visual,6,86,614,0.012,0.010
a001624,living,beetle,beetle,55,insect,74,fly,visual,12,26,355,0.038,0.034
a001627,living,beetle,beetle,55,insect,74,gross,visual,9,20,35,0.050,0.257
a001640,living,beetle,beetle,55,insect,74,insect,visual,3,10,14,0.100,0.214
a001620,living,beetle,beetle,55,insect,74,leg,visual,25,65,662,0.015,0.038
a001639,living,beetle,beetle,55,insect,74,nasty,visual,3,14,20,0.071,0.150
a001636,living,beetle,beetle,55,insect,74,pincers,visual,4,3,10,0.333,0.400
a001635,living,beetle,beetle,55,insect,74,quick,visual,4,32,56,0.031,0.071
a001623,living,beetle,beetle,55,insect,74,shell,visual,15,11,201,0.091,0.075
a001634,living,beetle,beetle,55,insect,74,shine,visual,4,65,197,0.015,0.020
a001638,living,beetle,beetle,55,insect,74,slow,visual,3,36,200,0.028,0.015
a001619,living,beetle,beetle,55,insect,74,small,visual,33,180,1681,0.006,0.020
a001622,living,beetle,beetle,55,insect,74,wing,visual,16,20,403,0.050,0.040
a001728,nonliving,bell,bell,100,instrument,48,alarm,auditory,4,6,14,0.167,0.286
a001720,nonliving,bell,bell,100,instrument,48,brass,visual,9,11,117,0.091,0.077
a001724,nonliving,bell,bell,100,instrument,48,chime,auditory,6,2,8,0.500,0.750
a001727,nonliving,bell,bell,100,instrument,48,christmas,visual,5,6,12,0.167,0.417
a001719,nonliving,bell,bell,100,instrument,48,church,visual,9,4,13,0.250,0.692
a001733,nonliving,bell,bell,100,instrument,48,clang,auditory,3,1,3,1.000,1.000
a001718,nonliving,bell,bell,100,instrument,48,clapper,auditory,9,1,9,1.000,1.000
a001723,nonliving,bell,bell,100,instrument,48,gold,visual,6,20,111,0.050,0.054
a001732,nonliving,bell,bell,100,instrument,48,hard,haptic,3,139,560,0.007,0.005
a001722,nonliving,bell,bell,100,instrument,48,heavy,haptic,6,109,772,0.009,0.008
a001713,nonliving,bell,bell,100,instrument,48,loud,auditory,43,62,595,0.016,0.072
a001712,nonliving,bell,bell,100,instrument,48,metal,visual,43,100,2252,0.010,0.019
a001717,nonliving,bell,bell,100,instrument,48,music,auditory,9,15,301,0.067,0.030
a001716,nonliving,bell,bell,100,instrument,48,noise,auditory,9,53,121,0.019,0.074
a001714,nonliving,bell,bell,100,instrument,48,ring,visual,32,19,85,0.053,0.376
a001721,nonliving,bell,bell,100,instrument,48,round,visual,6,120,1208,0.008,0.005
a001731,nonliving,bell,bell,100,instrument,48,shake,interoceptive,3,7,14,0.143,0.214
a001726,nonliving,bell,bell,100,instrument,48,shine,visual,5,65,197,0.015,0.025
a001725,nonliving,bell,bell,100,instrument,48,small,visual,5,180,1681,0.006,0.003
a001715,nonliving,bell,bell,100,instrument,48,sound,auditory,13,20,154,0.050,0.084
a001730,nonliving,bell,bell,100,instrument,48,tone,auditory,3,2,4,0.500,0.750
a001729,nonliving,bell,bell,100,instrument,48,vibration,haptic,3,1,3,1.000,1.000
a001799,nonliving,belt,belt,92,clothing,48,adjust,visual,7,13,28,0.077,0.250
a001808,nonliving,belt,belt,92,clothing,48,black,visual,4,58,247,0.017,0.016
a001807,nonliving,belt,belt,92,clothing,48,brown,visual,4,93,455,0.011,0.009
a001794,nonliving,belt,belt,92,clothing,48,buckle,visual,44,6,76,0.167,0.579
a001806,nonliving,belt,belt,92,clothing,48,cat,visual,4,6,47,0.167,0.085
a001805,nonliving,belt,belt,92,clothing,48,clasp,visual,4,13,47,0.077,0.085
a001802,nonliving,belt,belt,92,clothing,48,dog,visual,5,4,9,0.250,0.556
a001804,nonliving,belt,belt,92,clothing,48,hold,haptic,4,56,176,0.018,0.023
a001796,nonliving,belt,belt,92,clothing,48,hole,visual,23,29,163,0.034,0.141
a001793,nonliving,belt,belt,92,clothing,48,leather,visual,59,27,336,0.037,0.176
a001795,nonliving,belt,belt,92,clothing,48,long,visual,24,128,1235,0.008,0.019
a001815,nonliving,belt,belt,92,clothing,48,loop,visual,3,7,13,0.143,0.231
a001803,nonliving,belt,belt,92,clothing,48,metal,visual,4,100,2252,0.010,0.002
a001814,nonliving,belt,belt,92,clothing,48,notch,visual,3,7,15,0.143,0.200
a001798,nonliving,belt,belt,92,clothing,48,pant,auditory,10,5,15,0.200,0.667
a001801,nonliving,belt,belt,92,clothing,48,round,visual,5,120,1208,0.008,0.004
a001813,nonliving,belt,belt,92,clothing,48,smooth,haptic,3,166,381,0.006,0.008
a001812,nonliving,belt,belt,92,clothing,48,strap,visual,3,12,139,0.083,0.022
